rhea_participant	pred	xrefs	chebi	chebi label	ambigs	ambigs label	ambig_relations	inchitest
dapdiamide C	related	UniProt	CHEBI:84322	dapdiamide C zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_85333		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
dapdiamide E	related	UniProt	CHEBI:84912	dapdiamide E zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_85337		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
daphnin	exact	UniProt	CHEBI:17989	daphnin				different_inchikeys
daturadiol	exact	UniProt	CHEBI:138955	daturadiol				different_inchikeys
daunorubicin	related	UniProt	CHEBI:64677	daunorubicin(1+)	label+http://purl.obolibrary.org/obo/CHEBI_41977|related+http://purl.obolibrary.org/obo/CHEBI_41977	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
deacetoxycephalosporin C	related	UniProt	CHEBI:58415	deacetoxycephalosporin C(1-)	label+http://purl.obolibrary.org/obo/CHEBI_18229		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
deacetoxyvindoline	related	UniProt	CHEBI:57965	deacetoxyvindolinium(1+)	label+http://purl.obolibrary.org/obo/CHEBI_16957		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
deacetylcephalosporin C	related	UniProt	CHEBI:58366	deacetylcephalosporin C(1-)	label+http://purl.obolibrary.org/obo/CHEBI_18065		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
deacetylipecoside	related	UniProt	CHEBI:58379	deacetylipecoside(1+)	label+http://purl.obolibrary.org/obo/CHEBI_18106		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
deacetylisoipecoside	related	UniProt	CHEBI:58091	deacetylisoipecoside(1+)	label+http://purl.obolibrary.org/obo/CHEBI_17286		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
deamido-NAD(+)	related	UniProt	CHEBI:58437	deamido-NAD(2-)	label+http://purl.obolibrary.org/obo/CHEBI_18304		no_relationship	same_inchikey
deaminohydroxyblasticidin S	related	UniProt	CHEBI:57697	deaminohydroxyblasticidin S(1+)	label+http://purl.obolibrary.org/obo/CHEBI_16251		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
decan-1-ol	exact	IUPAC|UniProt	CHEBI:28903	decan-1-ol				different_inchikeys
decanal	exact	IUPAC|UniProt	CHEBI:31457	decanal				different_inchikeys
decanedioate	exact	IUPAC|UniProt	CHEBI:76283	sebacate(2-)				different_inchikeys
decanedioyl-CoA	related	UniProt	CHEBI:76316	decanedioyl-CoA(5-)	label+http://purl.obolibrary.org/obo/CHEBI_76345		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
decanoate	exact	IUPAC|UniProt	CHEBI:27689	decanoate				different_inchikeys
decanoate ester	exact	UniProt	CHEBI:87658	decanoate ester				different_inchikeys
decanoyl-4'-phosphopantetheine	related	UniProt	CHEBI:132014	S-decanoyl-4'-phosphopantetheine(2-)	related+http://purl.obolibrary.org/obo/CHEBI_132313		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
decanoyl-CoA	related	UniProt	CHEBI:61430	decanoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_28493		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
decanoylglycerol	related	UniProt	CHEBI:90605	monodecanoylglycerol				different_inchikeys
decanyl hexadecanoate	related	UniProt	CHEBI:84063	decyl palmitate				different_inchikeys
dehydro-D-arabinono-1,4-lactone	related	UniProt	CHEBI:58277	dehydro-D-arabinono-1,4-lactone(1-)	label+http://purl.obolibrary.org/obo/CHEBI_17803		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dehydroabietadienal	exact	UniProt	CHEBI:52487	dehydroabietadienal				different_inchikeys
dehydroabietadienol	exact	UniProt	CHEBI:52486	dehydroabietadienol				different_inchikeys
dehydroabietate	exact	UniProt	CHEBI:58621	dehydroabietate				different_inchikeys
dehydrocholate	related	UniProt	CHEBI:137881	3,7,12-trioxo-5beta-cholan-24-oate				different_inchikeys
dehydrospermidine	related	UniProt	CHEBI:58732	N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium				different_inchikeys
dehypoxanthine futalosine	related	UniProt	CHEBI:58864	dehypoxanthine futalosinate	label+http://purl.obolibrary.org/obo/CHEBI_51312		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
delphinidin 3,3',5-tri-O-beta-D-glucoside	related	UniProt	CHEBI:77844	delphinidin 3,3',5-tri-O-beta-D-glucoside betaine				different_inchikeys
delphinidin 3,5-bis-O-beta-D-glucoside	related	UniProt	CHEBI:77838	delphinidin 3-O-beta-D-glucoside-5-O-beta-D-glucoside betaine				different_inchikeys
delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside	related	UniProt	CHEBI:77887	delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside(2-)	label+http://purl.obolibrary.org/obo/CHEBI_55334		no_relationship	same_inchikey
delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside-3'-O-beta-D-glucoside	related	UniProt	CHEBI:58913	delphinidin-5-olate 3-O-(6''-O-carboxylatoacetyl)-beta-D-glucoside-3'-O-beta-D-glucoside(1-)	label+http://purl.obolibrary.org/obo/CHEBI_55336		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
delta-amyrin	exact	UniProt	CHEBI:63467	delta-amyrin				different_inchikeys
delta-cadinene	exact	UniProt	CHEBI:140564	delta-cadinene	related+http://purl.obolibrary.org/obo/CHEBI_15385		direct_subClassOf	same_inchikey
delta-carotene	exact	UniProt	CHEBI:27705	delta-carotene				different_inchikeys
delta-guaiene	exact	UniProt	CHEBI:63447	delta-guaiene				different_inchikeys
delta-selinene	exact	UniProt	CHEBI:49278	delta-selinene				different_inchikeys
delta-staphylobilin	related	UniProt	CHEBI:74361	5-oxo-delta-bilirubin(2-)				different_inchikeys
delta-tocopherol	exact	UniProt	CHEBI:47772	delta-tocopherol				different_inchikeys
delta-tocotrienol	exact	ChemIDplus|UniProt	CHEBI:33276	delta-tocotrienol				different_inchikeys
demethoxycurcumin	exact	UniProt	CHEBI:65737	demethoxycurcumin				different_inchikeys
demethoxyfumitremorgin C	exact	UniProt	CHEBI:72767	demethoxyfumitremorgin C				different_inchikeys
demethyllactenocin	related	UniProt	CHEBI:76810	demethyllactenocin(1+)	label+http://purl.obolibrary.org/obo/CHEBI_29572		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
demethylmacrocin	related	UniProt	CHEBI:76819	demethylmacrocin(1+)	label+http://purl.obolibrary.org/obo/CHEBI_15906		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
demethylphylloquinol	related	MetaCyc|UniProt	CHEBI:87844	2-phytyl-1,4-dihydroxynaphthalene				different_inchikeys
demethylphylloquinone	related	UniProt	CHEBI:31087	2-phytyl-1,4-naphthoquinone				different_inchikeys
demethylspheroidene	exact	UniProt	CHEBI:62505	demethylspheroidene				different_inchikeys
demethylsuberosin	related	UniProt	CHEBI:69042	7-demethylsuberosin				different_inchikeys
demethylsulochrin	related	UniProt	CHEBI:77886	demethylsulochrin(2-)	label+http://purl.obolibrary.org/obo/CHEBI_48948		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
deoxyadlupulone	exact	UniProt	CHEBI:134354	deoxyadlupulone				different_inchikeys
deoxyamidinoproclavaminate	related	UniProt	CHEBI:57303	deoxyamidinoproclavaminic acid zwitterion				different_inchikeys
deoxybrevianamide E	exact	UniProt	CHEBI:72948	deoxybrevianamide E				different_inchikeys
deoxycholate	exact	UniProt	CHEBI:23614	deoxycholate				different_inchikeys
deoxycholoyl-24-O-(beta-D-glucuronate)	related	UniProt	CHEBI:136901	deoxycholic acid 24-O-(beta-D-glucuronide)(1-)				different_inchikeys
deoxycholoyl-CoA	related	UniProt	CHEBI:58810	deoxycholoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_50111		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
deoxycohumulone	exact	UniProt	CHEBI:134353	deoxycohumulone				different_inchikeys
deoxyhumulone	exact	UniProt	CHEBI:134345	deoxyhumulone				different_inchikeys
deoxylimonoate	exact	UniProt	CHEBI:58024	deoxylimonoate				different_inchikeys
deoxylimononate D-ring-lactone	related	UniProt	CHEBI:57516	deoxylimononate D-ring-lactone(2-)				different_inchikeys
deoxynogalonate	related	UniProt	CHEBI:84900	12-deoxynogalonate(1-)				different_inchikeys
deoxyviolacein	exact	UniProt	CHEBI:131915	deoxyviolacein				different_inchikeys
deoxyviolaceinate	exact	UniProt	CHEBI:90910	deoxyviolaceinate				different_inchikeys
descarbamoylnovobiocin	related	UniProt	CHEBI:73955	descarbamoylnovobiocin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_31467		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
desmethyldescarbamoylnovobiocin	related	UniProt	CHEBI:73957	desmethyldescarbamoylnovobiocin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_31469		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
desmethylxanthohumol	related	UniProt	CHEBI:134302	desmethylxanthohumol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_80489		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
desulfo-A47934	related	UniProt	CHEBI:76894	A41030A(1-)				different_inchikeys
desulfoglucotropeolin	exact	UniProt	CHEBI:15911	desulfoglucotropeolin				different_inchikeys
dethiobiotin	related	UniProt	CHEBI:57861	dethiobiotin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_16691		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
devancoaminyl-vancomycin	related	UniProt	CHEBI:75953	devancoaminyl vancomycin zwitterion				different_inchikeys
dhurrin	related	UniProt	CHEBI:27826	(S)-4-hydroxymandelonitrile beta-D-glucoside				different_inchikeys
di-(9Z)-octadecenoylglycerol	related	UniProt	CHEBI:75945	dioleoylglycerol				different_inchikeys
di-(9Z,12Z)-octadecadienoylglycerol	related	UniProt	CHEBI:138658	dilinoleoylglycerol				different_inchikeys
di-trans,deca-cis-tridecaprenyl diphosphate	related	UniProt	CHEBI:60385	ditrans,polycis-tridecaprenyl diphosphate(3-)				different_inchikeys
di-trans,nona-cis-dodecaprenyl diphosphate	related	UniProt	CHEBI:60386	ditrans,polycis-dodecaprenyl diphosphate(3-)				different_inchikeys
di-trans,nona-cis-dodecaprenyl phosphate	related	UniProt	CHEBI:142345	ditrans,polycis-dodecaprenyl phosphate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_142378		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
di-trans,octa-cis-undecaprenol	related	UniProt	CHEBI:61216	ditrans,polycis-undecaprenol				different_inchikeys
di-trans,octa-cis-undecaprenyl diphosphate	related	UniProt	CHEBI:58405	ditrans,polycis-undecaprenyl diphosphate(3-)				different_inchikeys
di-trans,octa-cis-undecaprenyl phosphate	related	UniProt	CHEBI:60392	ditrans,polycis-undecaprenyl phosphate(2-)				different_inchikeys
di-trans,poly-cis-decaprenyl diphosphate	related	UniProt	CHEBI:58418	ditrans,polycis-decaprenyl diphosphate(3-)				different_inchikeys
di-trans,undeca-cis-tetradecaprenyl diphosphate	related	UniProt	CHEBI:60387	ditrans,polycis-tetradecaprenyl diphosphate(3-)				different_inchikeys
diacetyl	related	UniProt	CHEBI:16583	butane-2,3-dione				different_inchikeys
diacetylchitobiose-6'-phosphate	related	ChEBI|UniProt	CHEBI:64883	diacetylchitobiose-6'-phosphate(2-)	label+http://purl.obolibrary.org/obo/CHEBI_64897		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
diacetylglycerol	related	ChemIDplus|UniProt	CHEBI:88156	diacetin				different_inchikeys
diacylglycerol	exact		CHEBI:18035	diglyceride				different_inchikeys
dialkyl ketone	exact	UniProt	CHEBI:18044	dialkyl ketone				different_inchikeys
dialurate	exact	UniProt	CHEBI:140629	dialurate				different_inchikeys
dibenzo-p-dioxin	related	UniProt	CHEBI:28891	oxanthrene				different_inchikeys
dibenzo[1,4]dioxin-2,3-dione	related	UniProt	CHEBI:17036	dibenzo[1,4]dioxine-2,3-dione				different_inchikeys
dibenzofuran	exact	UniProt	CHEBI:28145	dibenzofuran				different_inchikeys
dibenzothiophene	exact	ChemIDplus|UniProt	CHEBI:23681	dibenzothiophene				different_inchikeys
dibenzothiophene 5,5-dioxide	related	UniProt	CHEBI:90356	dibenzothiophene sulfone				different_inchikeys
dibenzothiophene 5-oxide	exact	UniProt	CHEBI:23683	dibenzothiophene 5-oxide				different_inchikeys
dibutanoylglycerol	related	UniProt	CHEBI:76478	dibutyrin				different_inchikeys
dicarboxylate	related	ChEBI	CHEBI:28965	dicarboxylic acid dianion				different_inchikeys
dichloroarcyriaflavin A	exact	UniProt	CHEBI:330772	dichloroarcyriaflavin A				different_inchikeys
dichlorochromopyrrolate	exact	UniProt	CHEBI:59198	dichlorochromopyrrolate				different_inchikeys
dichloromethane	exact	ChEBI|IUPAC|UniProt	CHEBI:15767	dichloromethane				different_inchikeys
didehydroagroclavine	exact	UniProt	CHEBI:65036	didehydroagroclavine				different_inchikeys
diethyl (2R,3R)-2-methyl-3-hydroxysuccinate	related	UniProt	CHEBI:17132	diethyl (2R,3R)-2-hydroxy-3-methylsuccinate				different_inchikeys
diethyl 2-methyl-3-oxosuccinate	exact	UniProt	CHEBI:16879	diethyl 2-methyl-3-oxosuccinate				different_inchikeys
diethylphosphate	related	UniProt	CHEBI:140537	diethylphosphate(1-)				different_inchikeys
digallate	exact	UniProt	CHEBI:17866	digallate				different_inchikeys
dihydro-4-coumaroyl-CoA	related	UniProt	CHEBI:140639	dihydro-4-coumaroyl-CoA(4-)				different_inchikeys
dihydro-ML-236C carboxylate	related	UniProt	CHEBI:142045	4a,5-dihydro-ML-236C carboxylate				different_inchikeys
dihydro-heme d1	related	UniProt	CHEBI:140498	dihydro-ferroheme d1(4-)				different_inchikeys
dihydrobisanhydrobacterioruberin	exact	UniProt	CHEBI:87161	dihydrobisanhydrobacterioruberin				different_inchikeys
dihydrobunolol	related	UniProt	CHEBI:58611	(+-)-5-[3-(tert-butylammonio)-2-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol(1+)				different_inchikeys
dihydrocarveol	exact	UniProt	CHEBI:50215	dihydrocarveol				different_inchikeys
dihydrocarvone	exact	UniProt	CHEBI:23733	dihydrocarvone				different_inchikeys
dihydroceramide	label		CHEBI:139048	dihydroceramide				different_inchikeys
dihydrochanoclavine-I aldehyde	related	UniProt	CHEBI:65032	dihydrochanoclavine-I aldehyde(1+)	label+http://purl.obolibrary.org/obo/CHEBI_65041		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
dihydrochelirubine	exact	UniProt	CHEBI:17789	dihydrochelirubine				different_inchikeys
dihydroclavaminate	related	UniProt	CHEBI:57301	dihydroclavaminic acid zwitterion				different_inchikeys
dihydrocurcumin	exact	UniProt	CHEBI:67262	dihydrocurcumin				different_inchikeys
dihydroferuloyl-CoA	related	UniProt	CHEBI:140640	dihydroferuloyl-CoA(4-)				different_inchikeys
dihydroisopentenyldehydrorhodopin	exact	UniProt	CHEBI:87163	dihydroisopentenyldehydrorhodopin				different_inchikeys
dihydromacarpine	exact	UniProt	CHEBI:18029	dihydromacarpine				different_inchikeys
dihydromethanophenazine	exact	UniProt	CHEBI:50375	dihydromethanophenazine				different_inchikeys
dihydromonacolin L carboxylate	exact	UniProt	CHEBI:79031	dihydromonacolin L carboxylate				different_inchikeys
dihydrophloroglucinol	related	UniProt	CHEBI:77638	dihydrophloroglucinol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_16370		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dihydropinosylvin	exact	UniProt	CHEBI:4579	dihydropinosylvin				different_inchikeys
dihydrorhizobitoxine	exact	UniProt	CHEBI:140642	dihydrorhizobitoxine				different_inchikeys
dihydrosanguinarine	exact	UniProt	CHEBI:17209	dihydrosanguinarine				different_inchikeys
dihydrosterigmatocystin	exact	UniProt	CHEBI:72677	dihydrosterigmatocystin				different_inchikeys
dihydrostreptomycin 3'alpha,6-bisphosphate	related	UniProt	CHEBI:58259	dihydrostreptomycin 3'alpha,6-bisphosphate(1-)	label+http://purl.obolibrary.org/obo/CHEBI_17751		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dihydrostreptomycin 6-phosphate	related	UniProt	CHEBI:57797	dihydrostreptomycin 6-phosphate(1+)	label+http://purl.obolibrary.org/obo/CHEBI_16505		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
dihydrourocanate	exact	UniProt	CHEBI:72991	dihydrourocanate				different_inchikeys
dihydroxyacetone	exact	UniProt	CHEBI:16016	dihydroxyacetone				different_inchikeys
dihydroxyacetone phosphate	related	UniProt	CHEBI:57642	glycerone phosphate(2-)	label+http://purl.obolibrary.org/obo/CHEBI_16108		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dihydroxyfumarate	related	UniProt	CHEBI:17795	dihydroxyfumarate(2-)				different_inchikeys
dihydrozeatin	exact	UniProt	CHEBI:17874	dihydrozeatin				different_inchikeys
diiodine	exact	IUPAC|UniProt	CHEBI:17606	diiodine				different_inchikeys
diisopropyl fluorophosphate	exact	UniProt	CHEBI:17941	diisopropyl fluorophosphate				different_inchikeys
diisopropyl phosphate	exact	IUPAC|UniProt	CHEBI:57896	diisopropyl phosphate(1-)				different_inchikeys
dimethyl sulfide	exact	UniProt	CHEBI:17437	dimethyl sulfide				different_inchikeys
dimethyl sulfone	related	IUPAC|UniProt	CHEBI:9349	sulfonyldimethane				different_inchikeys
dimethyl sulfoxide	exact	ChemIDplus|IUPAC|UniProt	CHEBI:28262	dimethyl sulfoxide				different_inchikeys
dimethylallyl diphosphate	related	UniProt	CHEBI:57623	prenyl diphosphate(3-)				different_inchikeys
dimethylallyl phosphate	related	UniProt	CHEBI:88052	prenyl phosphate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_88245		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dimethylamine	related	UniProt	CHEBI:58040	dimethylaminium	label+http://purl.obolibrary.org/obo/CHEBI_17170		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
dimethylarsinate	exact	IUPAC|UniProt	CHEBI:16223	dimethylarsinate				different_inchikeys
dimethylmaleate	related	UniProt	CHEBI:17081	dimethylmaleate(2-)				different_inchikeys
dimethylsulfonioacetate	related	UniProt	CHEBI:16471	(dimethylsulfonio)acetate				different_inchikeys
dinoflagellate luciferin	related	UniProt	CHEBI:61796	dinoflagellate luciferin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_61702		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dinor-OPDA	related	UniProt	CHEBI:138432	6-{(1S,5S)-4-oxo-5-[(2Z)-pent-2-en-1-yl]cyclopent-2-en-1-yl}hexanoate				different_inchikeys
dinor-OPDA-CoA	related	UniProt	CHEBI:138433	(9S,13S)-1a,1b-dinor-12-oxo-10,15-phytodienoyl-CoA(4-)	related+http://purl.obolibrary.org/obo/CHEBI_139107		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dioctanoylglycerol	related	ChEBI|UniProt	CHEBI:88066	dioctanoin				different_inchikeys
dioscin	exact	UniProt	CHEBI:74023	dioscin				different_inchikeys
diosgenin	exact	UniProt	CHEBI:4629	diosgenin				different_inchikeys
dioxidophosphate	related	UniProt	CHEBI:44951	dioxidophosphate(1-)				different_inchikeys
diphosphate	related	UniProt	CHEBI:33019	diphosphate(3-)	exact+http://purl.obolibrary.org/obo/CHEBI_18361		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
dipicolinate	related	ChEBI|UniProt	CHEBI:36167	dipicolinate(2-)				different_inchikeys
dipropanoylglycerol	related	UniProt	CHEBI:88155	dipropionin				different_inchikeys
discadenine	related	UniProt	CHEBI:57585	discadenine zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_15955		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
disubstituted aliphatic (S)-hydroxynitrile	related	ChEBI	CHEBI:140597	disubstituted aliphatic (S)-cyanohydrin				different_inchikeys
dithioerythritol	exact	UniProt	CHEBI:17456	dithioerythritol				different_inchikeys
docosanedioate	exact	IUPAC|UniProt	CHEBI:76299	docosanedioate(2-)				different_inchikeys
docosanoate	exact	IUPAC|UniProt	CHEBI:23858	behenate				different_inchikeys
docosanoyl-CoA	related	SUBMITTER|UniProt	CHEBI:65059	behenoyl-CoA(4-)				different_inchikeys
dodecan-1-ol	exact	IUPAC|UniProt	CHEBI:28878	dodecan-1-ol				different_inchikeys
dodecanal	exact	UniProt	CHEBI:27836	dodecanal				different_inchikeys
dodecanedioate	exact	IUPAC|UniProt	CHEBI:76273	dodecanedioate(2-)				different_inchikeys
dodecanedioyl-CoA	related	UniProt	CHEBI:76315	dodecanedioyl-CoA(5-)	label+http://purl.obolibrary.org/obo/CHEBI_76339		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dodecanoate	exact	IUPAC|UniProt	CHEBI:18262	dodecanoate				different_inchikeys
dodecanoate ester	exact	SUBMITTER|UniProt	CHEBI:87659	dodecanoate ester				different_inchikeys
dodecanoyl-(Kdo)2-lipid IVA	related	UniProt	CHEBI:61524	(KDO)2-(lauroyl)-lipid IVA(6-)				different_inchikeys
dodecanoyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol	related	UniProt	CHEBI:90359	3-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-monododecanoyl-sn-glycerol				different_inchikeys
dodecanoyl-3-beta-D-galactosyl-sn-glycerol	related	UniProt	CHEBI:90515	3-(beta-D-galactosyl)-monododecanoyl-sn-glycerol				different_inchikeys
dodecanoyl-4'-phosphopantetheine	related	UniProt	CHEBI:132015	S-dodecanoyl-4'-phosphopantetheine(2-)	related+http://purl.obolibrary.org/obo/CHEBI_132316		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dodecanoyl-AMP	related	UniProt	CHEBI:83623	dodecanoyl-AMP(1-)	label+http://purl.obolibrary.org/obo/CHEBI_84312		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dodecanoyl-CoA	related	UniProt	CHEBI:57375	lauroyl-CoA(4-)				different_inchikeys
dolabradiene	exact	UniProt	CHEBI:141822	dolabradiene				different_inchikeys
dopamine	related	UniProt	CHEBI:59905	dopaminium(1+)	label+http://purl.obolibrary.org/obo/CHEBI_18243|related+http://purl.obolibrary.org/obo/CHEBI_18243	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
doxorubicin	related	UniProt	CHEBI:64816	doxorubicin(1+)	label+http://purl.obolibrary.org/obo/CHEBI_28748|related+http://purl.obolibrary.org/obo/CHEBI_28748	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
