rhea_participant	pred	xrefs	chebi	chebi label	ambigs	ambigs label	ambig_relations	inchitest
(13S)-hydroxy-(14S,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate	related	UniProt	CHEBI:137320	(13S)-hydroxy-(14S,15S)-epoxy-(5Z,8Z,11Z)-icosatrienoate				different_inchikeys
(13S)-hydroxy-(9Z,11E)-octadecadienoate	related	ChEBI|UniProt	CHEBI:90850	13(S)-HODE(1-)				different_inchikeys
(13S)-vitexifolin A	exact	UniProt	CHEBI:76954	(13S)-vitexifolin A				different_inchikeys
(13S,14R)-1,13-dihydroxy-N-methylcanadine	exact	UniProt	CHEBI:141639	(13S,14R)-1,13-dihydroxy-N-methylcanadine				different_inchikeys
(13S,14R)-1,8-dihydroxy-13-O-acetyl-N-methylcanadine	exact	UniProt	CHEBI:141642	(13S,14R)-1,8-dihydroxy-13-O-acetyl-N-methylcanadine				different_inchikeys
(13S,14R)-1-hydroxy-13-O-acetyl-N-methylcanadine	exact	UniProt	CHEBI:141640	(13S,14R)-1-hydroxy-13-O-acetyl-N-methylcanadine				different_inchikeys
(13S,14S)-epoxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate	exact	UniProt	CHEBI:131958	(13S,14S)-epoxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate				different_inchikeys
(13Z)-3-oxodocosenoyl-CoA	related	UniProt	CHEBI:74070	(13Z)-3-oxodocosenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74127		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(13Z)-docosenoyl-CoA	related	UniProt	CHEBI:74068	erucoyl-CoA(4-)				different_inchikeys
(13Z)-eicosenoyl-CoA	related	UniProt	CHEBI:76563	(13Z)-icosenoyl-CoA(4-)	related+http://purl.obolibrary.org/obo/CHEBI_76910		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(13Z,16Z,19Z,22Z)-3-oxooctacosatetraenoyl-CoA	related	UniProt	CHEBI:74283	(13Z,16Z,19Z,22Z)-3-oxooctacosatetraenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74485		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(13Z,16Z,19Z,22Z)-octacosatetraenoyl-CoA	related	UniProt	CHEBI:74285	(13Z,16Z,19Z,22Z)-octacosatetraenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74489		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoyl-CoA	related	UniProt	CHEBI:74233	(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74413		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(14E)-hexadecenoyl-CoA	related	UniProt	CHEBI:85927	(14E)-hexadecenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_86144		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(14R,15R)-dihydroxy-(5Z,8Z,11Z)-eicosatrienoate	related	UniProt	CHEBI:138003	(5Z,8Z,11Z,14R,15R)-14,15-dihydroxyicosatrienoate				different_inchikeys
(14R,15S)-dihydroperoxy-(5Z,8Z,10E,12E)-eicosatetraenoate	related	UniProt	CHEBI:133900	14(R),15(S)-DiHPETE(1-)				different_inchikeys
(14R,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate	related	UniProt	CHEBI:131965	(14R,15S)-EET(1-)				different_inchikeys
(14S,15R)-epoxy-(5Z,8Z,11Z)-eicosatrienoate	related	UniProt	CHEBI:131964	(14S,15R)-EET(1-)				different_inchikeys
(14S,15S)-dihydroxy-(5Z,8Z,11Z)-eicosatrienoate	related	UniProt	CHEBI:138006	(5Z,8Z,11Z,14S,15S)-14,15-dihydroxyicosatrienoate				different_inchikeys
(14S,15S)-epoxy-(5Z,8Z,10E,12E)-eicosatetraenoate	related	UniProt	CHEBI:132070	eoxin A4(1-)				different_inchikeys
(14Z)-hexadecenoyl-CoA	related	UniProt	CHEBI:85926	(14Z)-hexadecenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_86143		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoyl-CoA	related	UniProt	CHEBI:74317	(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74600		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(15R)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	related	UniProt	CHEBI:82626	15(R)-HPETE(1-)				different_inchikeys
(15R)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	related	UniProt	CHEBI:78837	15(R)-HETE(1-)				different_inchikeys
(15R)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate	related	SUBMITTER|UniProt	CHEBI:90819	15(R)-HEPE(1-)				different_inchikeys
(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	related	UniProt	CHEBI:57446	15(S)-HPETE(1-)				different_inchikeys
(15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate	related	UniProt	CHEBI:132087	15(S)-HEPE(1-)				different_inchikeys
(15Z)-3-oxotetracosenoyl-CoA	related	UniProt	CHEBI:74071	(15Z)-3-oxotetracosenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74133		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(15Z)-tetracosenoate	exact	ChEBI|UniProt	CHEBI:32392	(15Z)-tetracosenoate				different_inchikeys
(15Z)-tetracosenoyl-CoA	related	UniProt	CHEBI:74128	(15Z)-tetracosenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74142		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(15Z,18Z,21Z,24Z)-triacontatetraenoyl-CoA	related	UniProt	CHEBI:74287	(15Z,18Z,21Z,24Z)-triacontatetraenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74499		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoyl-CoA	related	UniProt	CHEBI:74247	(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74400		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(16Z,19Z,22Z,25Z,28Z,31Z)-tetratriacontahexaenoyl-CoA	related	UniProt	CHEBI:74319	(16Z,19Z,22Z,25Z,28Z,31Z)-tetratriacontahexaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74602		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(17R,18S)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate	related	UniProt	CHEBI:76634	17(R),18(S)-EETeTr(1-)				different_inchikeys
(17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E)-docosapentaenoate	related	UniProt	CHEBI:133796	(4Z,7Z,10Z,13Z,15E,17S)-17-hydroperoxydocosapentaenoate				different_inchikeys
(17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate	related	UniProt	CHEBI:133795	(4Z,7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosahexaenoate				different_inchikeys
(17S,18R)-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate	related	SUBMITTER|UniProt	CHEBI:76635	17(S),18(R)-EETeTr(1-)				different_inchikeys
(17Z)-hexacosenoyl-CoA	related	UniProt	CHEBI:74134	(17Z)-hexacosenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74149		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(17Z)-protosta-17(20),24-dien-3beta-ol	exact	ChEBI|UniProt	CHEBI:62457	(17Z)-protosta-17(20),24-dien-3beta-ol				different_inchikeys
(17Z,20Z,23Z,26Z)-dotriacontatetraenoyl-CoA	related	UniProt	CHEBI:74289	(17Z,20Z,23Z,26Z)-dotriacontatetraenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74512		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoyl-CoA	related	UniProt	CHEBI:74259	(17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74409		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoate	related	UniProt	CHEBI:90818	18(R)-HEPE(1-)				different_inchikeys
(18S)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoate	related	UniProt	CHEBI:132083	18(S)-HEPE(1-)				different_inchikeys
(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoyl-CoA	related	UniProt	CHEBI:76515	(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_76688		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(19R,20S)-epoxy-(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate	related	UniProt	CHEBI:136410	(4Z,7Z,10Z,13Z,16Z,19R,20S)-19,20-epoxydocosapentaenoate				different_inchikeys
(19S,20R)-epoxy-(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate	related	UniProt	CHEBI:136411	(4Z,7Z,10Z,13Z,16Z,19S,20R)-19,20-epoxydocosapentaenoate				different_inchikeys
(19Z,22Z,25Z,28Z)-tetratriacontatetraenoyl-CoA	related	UniProt	CHEBI:74291	(19Z,22Z,25Z,28Z)-tetratriacontatetraenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74519		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(19Z,22Z,25Z,28Z,31Z)-tetratriacontapentaenoyl-CoA	related	UniProt	CHEBI:74260	(19Z,22Z,25Z,28Z,31Z)-tetratriacontapentaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74428		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(1E)-2,6-dimethylhepta-1,5-dien-1-yl formate	exact	IUPAC|UniProt	CHEBI:138375	(1E)-2,6-dimethylhepta-1,5-dien-1-yl formate				different_inchikeys
(1E)-4-oxobut-1-ene-1,2,4-tricarboxylate	exact	IUPAC|UniProt	CHEBI:57471	(1E)-4-oxobut-1-ene-1,2,4-tricarboxylate				different_inchikeys
(1E,2S)-2-methylbutanal oxime	exact	UniProt	CHEBI:134628	(1E,2S)-2-methylbutanal oxime				different_inchikeys
(1E,2Z)-3-hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate	exact	IUPAC|UniProt	CHEBI:63690	(1E,2Z)-3-hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate				different_inchikeys
(1E,4E)-germacrene B	exact	UniProt	CHEBI:5337	(1E,4E)-germacrene B				different_inchikeys
(1E,4E,8E)-alpha-humulene	exact	UniProt	CHEBI:5768	(1E,4E,8E)-alpha-humulene				different_inchikeys
(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol	exact	IUPAC|UniProt	CHEBI:46734	(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol				different_inchikeys
(1H-indol-3-yl)-N-methylmethanamine	related	UniProt	CHEBI:136515	3-(methylaminomethyl)indole(1+)	related+http://purl.obolibrary.org/obo/CHEBI_137310		no_relationship	same_inchikey
(1R)-1,4,5,10-tetrahydrophenazine-1-carboxylate	exact	IUPAC|UniProt	CHEBI:132005	(1R)-1,4,5,10-tetrahydrophenazine-1-carboxylate				different_inchikeys
(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1,6-dicarboxylate	exact	IUPAC|UniProt	CHEBI:131973	(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1,6-dicarboxylate				different_inchikeys
(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1-carboxylate	exact	IUPAC|UniProt	CHEBI:131981	(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1-carboxylate				different_inchikeys
(1R,2R)-12-hydroxyjasmonate	related	UniProt	CHEBI:132022	12-hydroxyjasmonate				different_inchikeys
(1R,2R)-3-chlorocyclohexa-3,5-diene-1,2-diol	exact	IUPAC|UniProt	CHEBI:19981	(1R,2R)-3-chlorocyclohexa-3,5-diene-1,2-diol				different_inchikeys
(1R,2R)-hydrobenzoin	related	UniProt	CHEBI:50014	(R,R)-hydrobenzoin				different_inchikeys
(1R,2R,3R)-prephytoene diphosphate	related	UniProt	CHEBI:58011	(1R,2R,3R)-prephytoene diphosphate(3-)	label+http://purl.obolibrary.org/obo/CHEBI_17090		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(1R,2R,4R)-dihydrocarveol	related	UniProt	CHEBI:149	(-)-dihydrocarveol				different_inchikeys
(1R,2R,4S)-isodihydrocarveol	related	UniProt	CHEBI:150	(-)-isodihydrocarveol				different_inchikeys
(1R,2R,4S)-limonene-1,2-diol	exact	UniProt	CHEBI:50244	(1R,2R,4S)-limonene-1,2-diol				different_inchikeys
(1R,2S)-1,2-dihydronaphthalene-1,2-diol	exact	IUPAC|UniProt	CHEBI:44343	(1R,2S)-1,2-dihydronaphthalene-1,2-diol				different_inchikeys
(1R,2S)-ephedrine	related	UniProt	CHEBI:57295	(-)-ephedrinium				different_inchikeys
(1R,2S)-epoxypropylphosphonate	related	UniProt	CHEBI:62247	(1R,2S)-epoxypropylphosphonate(1-)	related+http://purl.obolibrary.org/obo/CHEBI_62419		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
(1R,2S)-homoisocitrate	related	UniProt	CHEBI:15404	(-)-homoisocitrate(3-)				different_inchikeys
(1R,2S,4R)-borneol	related	ChemIDplus|UniProt	CHEBI:15393	(+)-borneol				different_inchikeys
(1R,2S,4R)-neodihydrocarveol	related	UniProt	CHEBI:152	(+)-neodihydrocarveol				different_inchikeys
(1R,2S,4S)-neoisodihydrocarveol	related	UniProt	CHEBI:153	(-)-neoisodihydrocarveol				different_inchikeys
(1R,4R)-5-oxo-1,2-campholide	related	UniProt	CHEBI:18130	(-)-5-oxo-1,2-campholide				different_inchikeys
(1R,4R)-bornane-2,5-dione	related	UniProt	CHEBI:15392	(1R)-bornane-2,5-dione				different_inchikeys
(1R,4R)-camphor	related	UniProt	CHEBI:15396	(R)-camphor				different_inchikeys
(1R,4R)-dihydrocarvone	related	UniProt	CHEBI:154	(+)-dihydrocarvone				different_inchikeys
(1R,4R,5R)-5-hydroxycamphor	related	UniProt	CHEBI:15398	(+)-exo-5-hydroxycamphor				different_inchikeys
(1R,4R,5S)-(-)-guaia-6,10(14)-diene	exact	UniProt	CHEBI:137563	(1R,4R,5S)-(-)-guaia-6,10(14)-diene				different_inchikeys
(1R,4S)-1-hydroxylimonen-2-one	exact	UniProt	CHEBI:50245	(1R,4S)-1-hydroxylimonen-2-one				different_inchikeys
(1R,4S)-camphene	related	UniProt	CHEBI:20	(+)-camphene				different_inchikeys
(1R,4S)-isodihydrocarvone	related	UniProt	CHEBI:155	(-)-isodihydrocarvone				different_inchikeys
(1R,4S)-menthone	related	UniProt	CHEBI:15410	(-)-menthone				different_inchikeys
(1R,5R)-alpha-pinene	related	UniProt	CHEBI:28261	(+)-alpha-pinene				different_inchikeys
(1R,5R)-sabinene	related	UniProt	CHEBI:50029	(+)-sabinene				different_inchikeys
(1R,5S)-carveol	related	UniProt	CHEBI:15388	(+)-trans-carveol				different_inchikeys
(1R,6R)-1,4,5,5a,6,9-hexahydrophenazine-1,6-dicarboxylate	related	UniProt	CHEBI:131971	(1R,5aS,6R)-1,4,5,5a,6,9-hexahydrophenazine-1,6-dicarboxylate				different_inchikeys
(1R,6R)-6-hydroxy-2-succinyl-cyclohexa-2,4-diene-1-carboxylate	related	UniProt	CHEBI:58689	(1R,6R)-2-(3-carboxylatopropanoyl)-6-hydroxycyclohexa-2,4-diene-1-carboxylate				different_inchikeys
(1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate	exact	IUPAC|UniProt	CHEBI:58768	(1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate				different_inchikeys
(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate	exact	IUPAC|UniProt	CHEBI:60129	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate				different_inchikeys
(1R,6S)-6-amino-5-oxocyclohex-2-ene-1-carboxylate	related	MetaCyc|UniProt	CHEBI:60862	(1R,6S)-6-ammonio-5-oxocyclohex-2-ene-1-carboxylate				different_inchikeys
(1S)-1,23,25-trihydroxy-24-oxocalciol	exact	UniProt	CHEBI:47813	(1S)-1,23,25-trihydroxy-24-oxocalciol				different_inchikeys
(1S)-1,23-dihydroxy-24,25,26,27-tetranorcalciol	exact	UniProt	CHEBI:47818	(1S)-1,23-dihydroxy-24,25,26,27-tetranorcalciol				different_inchikeys
(1S)-1,25-dihydroxy-24-oxocalciol	exact	UniProt	CHEBI:47812	(1S)-1,25-dihydroxy-24-oxocalciol				different_inchikeys
(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol	exact	UniProt	CHEBI:47820	(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol				different_inchikeys
(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	related	UniProt	CHEBI:58866	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate(2-)	label+http://purl.obolibrary.org/obo/CHEBI_51793		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(1S,2R)-3-methylcyclohexa-3,5-diene-1,2-diol	exact	ChEBI|IUPAC|UniProt	CHEBI:15565	(1S,2R)-3-methylcyclohexa-3,5-diene-1,2-diol				different_inchikeys
(1S,2R,4R)-neoisodihydrocarveol	related	UniProt	CHEBI:50232	(+)-neoisodihydrocarveol				different_inchikeys
(1S,2R,4S)-borneol	related	UniProt	CHEBI:15394	(-)-borneol				different_inchikeys
(1S,2R,4S)-neodihydrocarveol	related	UniProt	CHEBI:158	(-)-neodihydrocarveol				different_inchikeys
(1S,2S,4R)-endo-fenchol	related	UniProt	CHEBI:15405	(-)-endo-fenchol				different_inchikeys
(1S,2S,4R)-isodihydrocarveol	related	UniProt	CHEBI:50233	(+)-isodihydrocarveol				different_inchikeys
(1S,2S,4R)-limonene-1,2-diol	exact	UniProt	CHEBI:18515	(1S,2S,4R)-limonene-1,2-diol				different_inchikeys
(1S,2S,4S)-dihydrocarveol	related	UniProt	CHEBI:50235	(+)-dihydrocarveol				different_inchikeys
(1S,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	exact	UniProt	CHEBI:62531	(1S,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate				different_inchikeys
(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate	exact	IUPAC|UniProt	CHEBI:57413	(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate	related+http://purl.obolibrary.org/obo/CHEBI_15566		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(1S,3R,5S)-sabinol	related	UniProt	CHEBI:15387	(+)-cis-sabinol				different_inchikeys
(1S,4E,8E,12E)-2,2,5,9,13-pentamethylcyclopentadeca-4,8,12-trien-1-ol	exact	IUPAC|UniProt	CHEBI:82801	(1S,4E,8E,12E)-2,2,5,9,13-pentamethylcyclopentadeca-4,8,12-trien-1-ol				different_inchikeys
(1S,4R)-1-hydroxylimonen-2-one	exact	UniProt	CHEBI:38249	(1S,4R)-1-hydroxylimonen-2-one				different_inchikeys
(1S,4R)-camphene	related	UniProt	CHEBI:89	(-)-camphene				different_inchikeys
(1S,4R)-fenchone	exact	UniProt	CHEBI:165	(1S,4R)-fenchone				different_inchikeys
(1S,4R)-isodihydrocarvone	related	UniProt	CHEBI:166	(+)-isodihydrocarvone				different_inchikeys
(1S,4R)-menthone	related	UniProt	CHEBI:31	(+)-menthone				different_inchikeys
(1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate	exact	IUPAC|UniProt	CHEBI:57414	(1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate	related+http://purl.obolibrary.org/obo/CHEBI_15567		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(1S,4S)-5-oxo-1,2-campholide	related	UniProt	CHEBI:66896	(+)-5-oxo-1,2-campholide				different_inchikeys
(1S,4S)-bornane-2,5-dione	related	UniProt	CHEBI:36776	(1S)-bornane-2,5-dione				different_inchikeys
(1S,4S)-camphor	related	UniProt	CHEBI:15397	(S)-camphor				different_inchikeys
(1S,4S)-dihydrocarvone	related	UniProt	CHEBI:168	(-)-dihydrocarvone				different_inchikeys
(1S,4aS)-1,4a-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene	exact	IUPAC|UniProt	CHEBI:61680	(1S,4aS)-1,4a-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene				different_inchikeys
(1S,5R)-carveol	related	UniProt	CHEBI:15389	(-)-trans-carveol				different_inchikeys
(1S,5S)-alpha-pinene	related	UniProt	CHEBI:28660	(-)-alpha-pinene				different_inchikeys
(1S,5S)-beta-pinene	related	UniProt	CHEBI:28359	(-)-beta-pinene				different_inchikeys
(1S,5S)-carveol	related	UniProt	CHEBI:232	(+)-cis-carveol				different_inchikeys
(1S,5S)-sabinene	related	UniProt	CHEBI:50028	(-)-sabinene				different_inchikeys
(1S,5S)-sabinone	related	UniProt	CHEBI:15403	(+)-sabinone				different_inchikeys
(1S,6R)-isopiperitenol	related	UniProt	CHEBI:15406	(-)-trans-isopiperitenol				different_inchikeys
(1S,8aR)-delta-cadinene	related	UniProt	CHEBI:15385	(+)-delta-cadinene				different_inchikeys
(1Z,2S)-2-methylbutanal oxime	exact	UniProt	CHEBI:134629	(1Z,2S)-2-methylbutanal oxime				different_inchikeys
(2,4-dichlorophenoxy)acetate	exact	IUPAC|UniProt	CHEBI:19351	(2,4-dichlorophenoxy)acetate				different_inchikeys
(2-aminobenzoyl)acetate	related	UniProt	CHEBI:131446	2-aminobenzoylacetate				different_inchikeys
(2-aminobenzoyl)acetyl-CoA	related	UniProt	CHEBI:131447	2-aminobenzoylacetyl-CoA(4-)				different_inchikeys
(2-aminoethyl)phosphonate	related	UniProt	CHEBI:57418	(2-aminoethyl)phosphonic acid zwitterion				different_inchikeys
(2-hydroxy-1H-indol-3-yl)acetate	exact	IUPAC|UniProt	CHEBI:136436	2-hydroxy-(indol-3-yl)acetate				different_inchikeys
(2-hydroxyphenyl)acetate	exact	IUPAC|UniProt	CHEBI:62423	(2-hydroxyphenyl)acetate				different_inchikeys
(20R)-20-hydroxypregn-4-en-3-one	exact	IUPAC|UniProt	CHEBI:36729	(20R)-20-hydroxypregn-4-en-3-one				different_inchikeys
(20R,22R)-20,22-dihydroxycholesterol	exact	UniProt	CHEBI:1294	(20R,22R)-20,22-dihydroxycholesterol				different_inchikeys
(20S)-ginsenoside Rg3	exact	UniProt	CHEBI:67991	(20S)-ginsenoside Rg3				different_inchikeys
(20S)-hydroxypregn-4-en-3-one	related	UniProt	CHEBI:28453	(20S)-20-hydroxypregn-4-en-3-one				different_inchikeys
(21Z,24Z,27Z,30Z)-hexatriacontatetraenoyl-CoA	related	UniProt	CHEBI:74293	(21Z,24Z,27Z,30Z)-hexatriacontatetraenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74525		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(21Z,24Z,27Z,30Z,33Z)-hexatriacontapentaenoyl-CoA	related	UniProt	CHEBI:74262	(21Z,24Z,27Z,30Z,33Z)-hexatriacontapentaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_74436		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(22E)-3-oxo-chol-4,22-dien-24-oyl-CoA	related	UniProt	CHEBI:136759	(22E)-3-oxochola-4,22-dien-24-oyl-CoA(4-)				different_inchikeys
(22R,7alpha)-dihydroxycholesterol	related	UniProt	CHEBI:86145	(7alpha,22R)-dihydroxycholesterol				different_inchikeys
(22S,24R)-22-hydroxy-5alpha-ergostan-3-one	exact	ChEBI|IUPAC|UniProt	CHEBI:59411	(5alpha,22S,24R)-22-hydroxyergostan-3-one				different_inchikeys
(23S)-23,25-dihydroxycalciol	exact	UniProt	CHEBI:47214	(23S)-23,25-dihydroxycalciol				different_inchikeys
(23Z,26Z,29Z,32Z)-octatriacontatetraenoyl-CoA	related	UniProt	CHEBI:76442	(23Z,26Z,29Z,32Z)-octatriacontatetraenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_76626		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(23Z,26Z,29Z,32Z,35Z)-octatriacontapentaenoyl-CoA	related	UniProt	CHEBI:76484	(23Z,26Z,29Z,32Z,35Z)-octatriacontapentaenoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_76671		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-en-26-oyl-CoA	related	UniProt	CHEBI:59879	(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-en-26-oyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_52432		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(24E)-3alpha,7alpha-dihydroxy-5beta-cholest-24-en-26-oyl-CoA	related	UniProt	CHEBI:87700	(24E)-3alpha,7alpha-dihydroxy-5beta-cholest-24-en-26-oyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_88064		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
(24R)-24-methylcycloart-25-en-3beta-ol	exact	ChEBI|UniProt	CHEBI:15576	(24R)-24-methylcycloart-25-en-3beta-ol				different_inchikeys
(24R)-ethylcholest-5-en-3beta-ol	related	UniProt	CHEBI:27693	sitosterol				different_inchikeys
(24R)-hydroxycholesterol	related	UniProt	CHEBI:50516	(24R)-24-hydroxycholesterol				different_inchikeys
(24R,24(1)R)-fucosterol epoxide	related	UniProt	CHEBI:15577	(3beta,24R,24'R)-fucosterol epoxide				different_inchikeys
(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA	related	UniProt	CHEBI:59807	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_52050		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
